aback, NN
pained, VBD
painful, JJ
painfulness, NN
pains, NNS
pains, VBZ
painstaking, VBG
paint, NN
paint, VB
painted, JJ
painted, VBD
painted, VBN
painter, NN
painting, NN
painting, VBG
paintings, NNS
paints, VBZ
pair, NN
pairs, NNS
palace, NN
palate, NN
palavering, NN
pale, JJ
pale, NN
paled, VBD
paler, NN
palest, NN
palisades, NNS
pall, NN
pallet, NN
pallid, JJ
pallidness, NN
pallor, NN
palm, NN
palmed, VBN
palms, NN
palms, NNS
palmy, JJ
palmy, NN
palpable, JJ
palpableness, NN
palsied, JJ
palsied, VBD
palsy, NN
palsy, VBZ
paltry, NN
pamphlets, NNS
pan, NN
panel, NN
panelled, JJ
panelled, VBN
panellings, NNS
panels, NNS
pang, NN
pangs, NNS
panic, NN
panics, NNS
panniers, NNS
panoramas, NN
pans, NNS
pantaloon, NN
pantaloons, NNS
pantheistic, JJ
pantheists, VBZ
panther, NN
panting, NN
panting, VBG
pantomime, NN
pantry, NN
pants, NNS
pants, VBZ
paper, NN
papered, JJ
papered, VBN
papers, NNS
parade, VBD
parading, VBG
paradise, NN
parallel, JJ
parallel, NN
parallel, NNS
parallels, NNS
paralysed, VBN
paralysis, NN
paramount, NN
parcel, NN
parcelling, VBG
parched, VBD
parched, VBN
parchment, NN
pardon, NN
pardon, NNS
paregoric, NN
parent, NN
parenthesize, VB
parents, NNS
parks, NNS
parlor, NN
parlors, NNS
parm, NN
parmacetti, JJ
parmacetti, NN
parmacetti, VBN
parmacetty, NN
parricide, NN
parried, VBD
parsley, NN
parson, NN
part, NN
partake, NN
partaking, NN
parted, JJ
parted, VBD
parted, VBN
partial, JJ
partiality, NN
participating, VBG
particle, NN
particles, NNS
particular, JJ
particulars, NNS
parties, NNS
parting, VBG
partitioned, JJ
partner, NN
partners, NNS
partnership, NN
partook, VBZ
parts, NNS
party, NN
pass, NN
pass, VB
pass, VBP
passage, NN
passages, NNS
passant, NN
passed, VBD
passed, VBN
passenger, NN
passengers, NNS
passes, VBZ
passing, JJ
passing, NN
passing, VBG
passing, VBP
passion, NN
passionate, JJ
passionate, NN
passionateness, NN
passionlessness, NN
passions, NNS
passive, JJ
passiveness, NN
passport, NN
passports, NNS
past, JJ
past, NN
pasteboard, JJ
pastiles, NNS
pasture, NN
pastures, NNS
pastures, VBZ
patagonian, JJ
patch, NN
patched, JJ
patched, NN
patched, VBD
patches, NNS
patchwork, NN
patent, NN
patentee, NN
patentees, NNS
paternal, JJ
paternity, NN
path, NN
patience, NN
patient, JJ
patient, NN
patient, VBD
patriot, NN
patris, NN
patrolled, VBD
patrolling, VBG
patron, NN
patronising, VBG
patronize, VB
patted, VBD
pattern, NN
paunch, NN
pauper, NN
paupered, JJ
pause, NN
pause, VB
paused, VBD
paused, VBN
pauses, NNS
pauses, VBZ
pausing, NN
pausing, VBG
pave, VB
paved, JJ
paved, VBN
pavement, NN
paves, VBZ
paw, NN
pawn, VB
paws, NN
pay, NN
pay, VB
pay, VBP
paying, VBG
pays, VBZ
pea, JJ
peace, NN
peaceable, JJ
peaceful, JJ
peacefulness, NN
peak, NN
peaked, JJ
peaked, VBN
peaking, NN
peaking, VBG
peaks, NNS
pealing, VBG
peals, NNS
pear, NN
pearl, NN
pearls, NNS
peasant, NN
peasants, NNS
pebbles, NNS
pecked, VBN
pecking, VBG
pecks, VBZ
peculiar, JJ
peculiar, NN
peculiar, VB
peculiar, VBP
peculiarities, NNS
peculiarity, NN
peculiarly, JJ
peddler, NN
peddlin, NN
peddling, NN
peddling, VBG
pedestal, NN
pedestals, NNS
pedestrian, JJ
pedigree, NN
pedlar, JJ
pedlars, NNS
peeled, JJ
peeled, VBD
peeled, VBN
peeling, VBG
peels, NNS
peep, JJ
peep, NN
peep, VB
peeped, VBD
peeped, VBN
peeping, VBG
peer, VB
peered, VBD
peering, NN
peering, VBG
peg, NN
pegging, VBG
peleg, NN
pelisse, NN
pelt, NN
peltry, NN
pelvis, NN
pen, JJ
pen, NN
penal, JJ
penalties, NNS
pencil, NN
pendants, NNS
pendulous, JJ
pendulum, NN
penem, JJ
penetrate, VB
penetrate, VBP
penetrated, VBD
penetrated, VBN
penetrating, VBG
peninsula, NN
pennant, NN
pennies, NNS
penniless, NN
penning, VBG
pennoned, JJ
pennons, NNS
penny, NN
pens, NNS
pensive, JJ
pent, NN
pent, VBP
people, NNS
peopled, JJ
peopling, VBG
pepper, NN
peppered, VBN
pequod, NN
peradventure, NN
perceive, VB
perceive, VBP
perceived, VBD
perceived, VBN
perceiving, NN
perceiving, VBG
perceptibility, NN
perceptible, JJ
perception, NN
perch, NN
perchance, NN
perchance, VB
perched, VBD
perched, VBN
perches, NNS
perches, VBZ
perdition, NN
peremptorily, JJ
peremptory, NN
perennial, JJ
perfect, JJ
perfected, VBD
perfidious, JJ
perform, VB
perform, VBP
performance, NN
performances, NNS
performed, VBD
performing, VBG
perfume, NN
perfumed, VBN
perfumery, NN
peril, NN
peril, NNS
perilous, JJ
perilousness, NN
perils, NNS
period, NN
periodical, JJ
periodicalness, NN
periods, NNS
perish, JJ
perish, VB
perishable, JJ
perished, VBN
perisheth, NNS
perishing, NN
perishing, VBG
permanent, JJ
permanent, NN
permit, VB
permitted, VBD
permitted, VBN
permitting, NN
permitting, VBG
perpendicular, JJ
perpendicular, NN
perpendicular, VBZ
perpetuated, VBN
perpetuates, VBZ
perplexity, NN
perquisites, NNS
perry, JJ
persecutions, NNS
persecutor, NN
perseverance, NN
persevering, JJ
persian, JJ
persist, VBP
persisted, JJ
persisted, VBN
persisting, VBG
person, NN
personal, JJ
personality, NN
personified, JJ
personified, VBN
persons, NNS
perspective, JJ
perspectives, NNS
persuade, VB
persuading, VBG
persuasion, NN
persuasions, NNS
persuasiveness, NN
pert, JJ
pertained, VBN
pertaining, NN
pertaining, VBG
pertains, NNS
perth, JJ
pertinacious, JJ
perturbation, NN
perusal, NN
peruvian, JJ
pervading, NN
pervading, VBG
perverse, NN
pest, NN
pester, VBP
pestilent, NN
petition, NN
petrified, JJ
petrified, VBN
petticoat, NN
pettiness, NN
petulance, NN
pewter, NN
phantom, JJ
phantom, NN
phantoms, NNS
phase, NN
phenomena, NN
phenomenon, NN
philanthropists, NNS
philosopher, NN
philosophers, NNS
philosophical, JJ
philosophies, NNS
philosophy, NN
phiz, NN
phospher, NN
phosphorescence, NN
phrase, NN
phrase, VBP
phraseology, NN
phrases, NNS
phrenological, JJ
phrenologist, NN
phrenologists, NNS
phrenology, NN
phrensied, JJ
phrensies, NNS
phrensy, NN
physical, JJ
physiognomical, JJ
physiognomist, NN
physiologist, NN
piazza, NN
pick, NN
pick, VB
pick, VBP
picked, JJ
picked, VBD
picked, VBN
picking, VBG
pickle, NN
pickled, VBD
pickles, NNS
pictorial, JJ
picture, NN
pictures, NNS
pictures, VBZ
picturesque, JJ
picturesqueness, NN
pie, NN
piece, NN
pieces, NNS
pierce, VB
pierced, VBD
pierced, VBN
piercing, NN
piercing, VBG
piers, NNS
piety, NN
piety, VB
pig, NN
piggin, NN
pike, NN
pikes, NNS
pilau, NN
pile, NN
pile, VB
piled, JJ
piled, VBD
piled, VBN
piles, NNS
pilfering, JJ
pilgrim, NN
pilgrims, NNS
piling, VBG
pillaged, VBN
pillar, NN
pillars, NNS
pillow, JJ
pillow, NN
pills, NNS
pilot, NN
pilot, VB
piloted, VBD
pilots, NNS
pin, NN
pincers, NNS
pinch, VB
pinched, VBD
pine, JJ
pine, NN
pine, VB
pines, NNS
pinioned, JJ
pinioned, VBN
pinned, VBN
pinny, NN
pins, NNS
pint, NN
pioneer, NN
pious, JJ
pip, NN
pip, VB
pipe, NN
pipes, NNS
piping, VBG
pirate, NN
pirates, NNS
pirates, VBZ
piratical, JJ
pirouetting, VBG
pisces, NNS
pistol, NN
pistoles, NNS
pistols, NNS
pit, NN
pitch, NN
pitch, VB
pitched, VBD
pitched, VBN
pitcher, NN
pitchers, NNS
pitches, NNS
pitchiest, NN
pitching, VBG
pitchpoled, VBN
pitchpoler, NN
pitchpoling, NN
pitchpoling, VBG
piteous, JJ
pitiable, JJ
pitiable, VBP
pitied, JJ
pitiful, JJ
pitiless, NN
pitted, VBD
pity, NN
placard, NN
placards, NNS
place, NN
place, VB
placed, VBD
placed, VBN
placeless, JJ
places, NNS
places, VBZ
placid, NN
placidity, NN
placing, NN
placing, VBG
plague, NN
plagues, NNS
plaguey, NN
plaguy, NN
plaid, NN
plain, JJ
plain, NN
plain, VBN
plain, VBP
plainest, JJS
plains, NNS
plaintiffs, NNS
plaintive, JJ
plaintiveness, NN
plaited, JJ
plaited, VBD
plaited, VBN
plaits, NNS
plan, NN
plane, NN
planed, JJ
planed, VBD
planet, NN
planets, NNS
planing, NN
planing, VB
planisphere, NN
plank, NN
planks, NNS
planned, VBN
plans, NNS
plant, NN
plantation, NN
planted, JJ
planted, VBD
planted, VBN
planting, VBG
plaster, NN
plate, NN
plates, NNS
platform, NN
platformed, VBN
platonian, JJ
platonic, JJ
platonists, NNS
platters, NNS
plaudits, NNS
plausible, JJ
play, NN
play, VB
played, VBD
played, VBN
players, NNS
playful, JJ
playing, VBG
plays, VBZ
plaything, NN
plazza, NN
pleadings, NNS
pleasant, JJ
pleasant, NN
pleasantness, NN
please, NN
please, VB
please, VBP
pleased, JJ
pleased, VBD
pleased, VBN
pleases, NNS
pleasing, NN
pleasure, NN
pleated, JJ
pleated, VBN
plebeian, JJ
pledge, NN
pledge, VBP
pledges, NNS
plentiful, JJ
plenty, NN
plethoric, JJ
pliable, JJ
plied, VBD
plight, NN
ploughed, VBD
ploughing, VBG
pluck, VBD
pluck, VBP
plucked, VBD
plucked, VBN
plug, VB
plugged, VBN
plumage, NN
plumb, VB
plumbs, VBZ
plumed, VBN
plumes, NNS
plump, JJ
plump, NN
plumping, NN
plums, NNS
plunder, VB
plunge, NN
plunge, VB
plunged, VBD
plunged, VBN
plunging, JJ
plunging, NN
plunging, VBG
plungings, NNS
plurality, NN
ply, VB
ply, VBP
plying, NN
plying, VBG
pocket, NN
pocket, VBZ
pocketing, VBG
pockets, NNS
pod, NN
pods, NNS
poem, NN
poet, NN
poetic, JJ
poetical, JJ
poets, NNS
point, JJ
point, NN
point, VB
pointed, JJ
pointed, VBD
pointed, VBN
pointest, VBP
pointing, VBG
pointless, NN
points, NNS
poise, NN
poised, JJ
poised, VBD
poised, VBN
poising, VBG
poison, NN
poison, VB
poison, VBP
poisonous, JJ
poke, NN
poked, VBD
poker, NN
polar, JJ
pole, JJ
pole, NN
poles, NNS
police, JJ
policeman, NN
policemen, NNS
policy, NN
polish, NN
polished, JJ
polished, VBN
polishing, VBG
polite, JJ
polite, VBP
politeness, NN
political, JJ
poltroon, NN
polynesian, JJ
pomatum, NN
pommel, NN
pomp, NN
pomps, NNS
poncho, NN
ponchos, NN
pond, NN
pondered, VBD
pondering, NN
pondering, VBG
ponderings, NNS
ponderosity, NN
ponderous, JJ
poniard, NN
poniards, NNS
pony, NN
pooh, NN
pool, NN
poop, NN
poor, JJ
poorest, JJS
pop, NN
popped, VBD
popping, VBG
popular, JJ
popularize, VB
population, NN
populous, JJ
populousness, NN
porch, NN
porches, NNS
porcupine, NN
pore, NN
poring, VBG
pork, NN
porpoise, NN
porpoises, NNS
port, NN
portable, JJ
portcullis, NN
portent, NN
portentous, JJ
portentousness, NN
portents, NNS
porter, NN
porthole, NN
portion, NN
portions, NNS
portrait, NN
portraits, NNS
ports, NNS
portuguese, JJ
pose, VBP
poser, NN
posies, NNS
position, NN
positive, JJ
posse, NN
possess, NN
possess, VB
possess, VBP
possessed, VBD
possessed, VBN
possesses, VBZ
possessing, VBG
possession, NN
possessions, NNS
possibilities, NNS
possibility, NN
possible, JJ
post, NN
posted, JJ
posted, VBN
posterity, NN
postman, NN
postpone, VB
postponing, VBG
posture, NN
pot, NN
potatoes, NNS
potencies, NNS
potency, NN
potent, JJ
potent, NN
potentates, NNS
potion, NN
pots, NNS
pottery, NN
pouch, JJ
pounce, NN
pound, NN
pounded, JJ
pounds, NNS
pour, VB
pour, VBP
poured, VBD
poured, VBN
pouring, NN
pouring, VBG
pours, VBZ
pout, NN
powder, NN
powder, VB
powdered, VBD
power, NN
powerful, JJ
powerless, NN
powers, NNS
practicable, JJ
practical, JJ
practices, NNS
practised, JJ
prairie, NN
prairies, NNS
praises, NNS
prate, NN
prating, VBG
pray, JJ
pray, NN
pray, VB
pray, VBP
prayed, VBD
prayer, NN
prayers, NNS
praying, VBG
preach, NN
preach, VB
preacher, NN
preaching, NN
preaching, VBG
precaution, NN
precautionary, JJ
precede, VB
preceded, VBD
preceded, VBN
precedence, NN
precedents, NNS
precedes, NNS
preceding, JJ
preceding, NN
preceding, VBG
precincts, NNS
precious, JJ
preciousness, NN
precipice, NN
precipitancy, NN
precipitating, VBG
precise, JJ
precise, NN
precise, VBP
precision, NN
predecessor, NN
predecessors, NNS
predestinated, JJ
predestinated, VBD
predestinating, VBG
predicament, NN
predicted, JJ
prediction, NN
predictions, NNS
predominating, NN
preeminence, NN
preface, NN
prefecture, NN
prefer, VB
prefer, VBP
preferred, VBD
prefers, NNS
prefers, VBZ
prefigured, VBN
prefix, VBP
pregnant, JJ
pregnant, NN
prehensile, JJ
prejudices, NNS
preliminaries, NNS
preliminary, JJ
preluding, NN
preluding, VBG
prelusive, NN
premature, JJ
premeditated, VBN
premised, JJ
premises, NNS
premium, NN
premonitory, NN
preparation, NN
preparations, NNS
preparative, JJ
preparatives, NNS
prepare, VB
prepared, JJ
prepared, VBD
prepared, VBN
prepares, NNS
preparing, VBG
preposterous, JJ
presaged, VBN
presaging, NN
presbyterian, JJ
prescience, NN
prescient, JJ
prescribed, VBN
prescription, NN
prescriptive, JJ
presence, NN
present, JJ
present, NN
present, VB
present, VBD
present, VBP
presentations, NNS
presented, VBD
presented, VBN
presentiment, NN
presentiments, NNS
presenting, VBG
presentment, NN
presents, NNS
presents, VBZ
preserve, VB
preserve, VBP
preserved, VBD
preserved, VBN
preserving, VBG
preside, VB
presided, VBD
president, NN
presides, NNS
presiding, VBG
press, NN
pressed, JJ
pressed, VBD
pressed, VBN
pressing, VBG
pressure, NN
prestige, NN
presto, NN
presto, VB
presumable, JJ
presume, NN
presume, VB
presume, VBP
presumed, JJ
presumed, VBN
presuming, NN
presumption, NN
pretend, NN
pretend, VB
pretend, VBP
pretending, VBG
preternatural, JJ
preternaturalness, NN
pretty, JJ
pretty, NN
pretty, VB
pretty, VBN
prevail, VB
prevailed, VBD
prevailed, VBN
prevailing, NN
prevalent, JJ
prevent, VB
prevent, VBP
prevented, VBN
preventer, NN
prevents, NNS
previous, JJ
prey, NN
prey, NNS
prey, VBP
price, NN
prices, NNS
prick, VB
pricked, VBD
pricking, VBG
pride, NN
priest, JJS
priest, NN
priests, NNS
primal, JJ
primal, NN
primary, JJ
prime, JJ
primers, NNS
primeval, JJ
primitive, JJ
primogenitures, NNS
prince, NN
princes, NNS
princess, NN
principal, JJ
principal, NN
principle, NN
principles, NNS
print, NN
printed, JJ
printing, NN
prints, NNS
prior, JJ
priority, NN
prison, NN
prisoner, NN
prisoners, NNS
private, JJ
privateers, NNS
privation, NN
privations, NNS
privilege, NN
privileges, NNS
prize, JJ
prize, NN
proas, NN
probabilities, NNS
probability, NN
probable, JJ
probable, NN
probationary, JJ
probed, VBN
problem, NN
problematical, JJ
problems, NNS
procedure, NN
procedures, NNS
proceed, VB
proceed, VBP
proceeded, VBD
proceeded, VBN
proceeding, NN
proceeding, VBG
proceedings, NNS
proceeds, NNS
proceeds, VBZ
process, NN
procession, NN
processions, NNS
proclaimed, VBD
proclamation, NN
procure, VB
procured, VBD
procured, VBN
procuring, VBG
prodigies, NNS
prodigious, JJ
prodigy, NN
produce, VB
produced, VBD
produced, VBN
produces, VBZ
producing, VBG
production, NN
productive, JJ
profane, JJ
profane, NN
profaned, VBN
professed, JJ
profession, NN
professional, JJ
professions, NNS
professor, NN
professors, NNS
proffer, VB
profile, NN
profiles, NNS
profit, NN
profitable, JJ
profits, NNS
profound, JJ
profound, NN
profounder, NN
profoundest, JJS
profoundest, NN
profundities, NNS
profundities, VBZ
profundity, NN
profuse, NN
profusion, NN
progenitors, NNS
progeny, NN
programme, NN
progress, NN
progression, NN
progressive, JJ
project, NN
project, VB
projected, VBD
projected, VBN
projecting, JJ
projecting, NN
projecting, VBG
projections, NNS
projects, NNS
prolonged, JJ
prolonged, VBD
prolonged, VBN
prolongings, NNS
promenade, NN
prominence, NN
prominent, JJ
promise, NN
promise, VBP
promised, VBD
promises, NNS
promising, JJ
promising, VBG
promissory, NN
promontories, NNS
promontory, JJ
promontory, NN
promotion, NN
promptitude, NN
prompts, VBZ
prone, NN
pronged, VBN
pronounced, VBD
pronouncing, NN
pronouncing, VBG
proof, NN
proof, VBN
prop, VB
propelled, VBN
propellers, NNS
propensity, NN
proper, JJ
proper, NN
properly, JJ
properties, NNS
property, NN
prophecies, NNS
prophecy, NN
prophesied, VBN
prophesies, NNS
prophesy, VBP
prophet, NN
prophetic, JJ
prophets, NNS
proportion, NN
proportionate, NN
proportioned, VBN
proportions, NNS
propose, VB
propose, VBP
proposed, VBD
propped, VBN
proprietor, NN
proprietors, NNS
propriety, NN
props, NNS
propulsion, NN
prose, NN
prosecuted, VBN
prosecution, NN
prospect, NN
prospects, NNS
prosperous, JJ
prostrate, NN
prostration, NN
protect, VB
protected, VBN
protecting, VBG
protection, NN
protested, VBD
protesting, VBG
protracted, JJ
protracted, VBN
protruded, VBN
protruding, VBG
protrusion, NN
protuberance, NN
proud, JJ
proud, NN
prouder, JJ
prouder, NN
prouder, VBP
prove, VB
prove, VBP
proved, VBD
proved, VBN
proverb, NN
proverbial, JJ
proves, VBZ
provide, NN
provide, VB
provided, VBD
provided, VBN
provident, NN
providential, JJ
provides, VBZ
providing, NN
providing, VBG
province, NN
provinces, NNS
provincial, JJ
provincialisms, NNS
provincials, NNS
proving, VBG
provision, NN
provocation, NN
provoked, VBN
prow, NN
prowling, VBG
prows, NNS
prudent, JJ
prudent, NN
prudential, JJ
pry, VB
pry, VBP
pryed, VBD
prying, NN
prying, VBG
psalmody, NN
public, JJ
public, NN
published, VBD
published, VBN
publisher, NN
pudding, VBG
puddings, NNS
puff, NN
puffed, VBD
puffing, VBG
puffs, NNS
pugilists, NNS
pugnacious, JJ
puissant, NN
pull, JJ
pull, NN
pull, VB
pull, VBN
pull, VBP
pull, VBZ
pulled, VBD
pulled, VBN
pulling, NN
pulling, VBG
pulls, NNS
pulpit, NN
pulpits, NNS
pulpy, NN
pulsations, NNS
pulse, JJ
pulse, NN
pulverize, VB
pump, NN
pumping, VBG
pumps, NNS
punch, NN
punch, VB
punchbowl, NN
puncheons, NNS
punches, NNS
punctilious, JJ
punctual, JJ
punctured, VBN
punctures, NNS
punish, VB
punishment, NN
pupils, NNS
purchased, VBN
purchasing, NN
pure, JJ
pure, NN
purest, JJS
purest, NN
purge, NN
purple, JJ
purple, NN
purplish, JJ
purporting, NN
purporting, VBG
purpose, NN
purpose, VB
purpose, VBP
purposed, VBD
purposeless, JJ
purposes, NNS
purposing, VBG
purr, VBP
purse, NN
pursed, JJ
pursue, VB
pursued, VBD
pursued, VBN
pursuers, NNS
pursuing, VBG
pursuit, NN
pursuits, NNS
purty, NN
push, NN
push, VB
pushed, VBD
pushed, VBN
pushes, NNS
pushing, VBG
put, NN
put, VB
put, VBD
put, VBN
put, VBP
puts, VBZ
putting, VBG
puzzle, NN
puzzle, VB
puzzle, VBP
puzzled, JJ
puzzled, VBD
puzzled, VBN
puzzling, JJ
puzzling, VBG
pyramid, NN
pyramidical, JJ
pyramids, NNS
pyres, NNS
quadrant, NN
quadruped, JJ
quadruped, NN
quadruped, VBD
quadrupeds, NNS
quaff, NN
quaffed, VBN
quahogs, NNS
quailed, VBD
quaint, JJ
quaint, NN
quaintness, JJ
quaked, VBD
quaker, NN
quakerish, JJ
quakers, NNS
qualified, JJ
qualified, VBN
qualities, NNS
quality, NN
quantity, NN
quarantine, NN
quarrel, NN
quarried, VBN
quarter, NN
quarters, NNS
quarto, NN
quarts, NNS
quay, NN
queen, JJ
queen, NN
queens, NNS
queequeg, JJ
queequeg, NN
queequeg, VB
queer, JJ
queer, NN
queer, VB
queerest, JJS
quenchless, JJ
quest, JJS
quest, NN
question, NN
questionable, JJ
questioned, VBN
questioning, VBG
questionings, NNS
questions, NNS
quick, JJ
quick, NN
quick, VBP
quicken, VB
quickening, VBG
quicker, JJR
quicker, NN
quickest, JJS
quicksand, NN
quicksilver, NN
quid, NN
quiescence, NN
quiescent, NN
quiet, JJ
quiet, NN
quietest, JJS
quietude, NN
quig, VBZ
quill, NN
quills, NNS
quilt, NN
quilted, JJ
quit, NN
quit, VB
quit, VBP
quits, VBZ
quitted, VBD
quitted, VBN
quitting, VBG
quiver, NN
quiver, VB
quivered, VBN
quivering, NN
quivering, VBG
quivers, NNS
quoggy, JJ
quohog, NN
quohogs, NNS
quoin, NN
quoins, NNS
quote, VB
quoted, VBN
raal, JJ
rabble, JJ
rabid, NN
race, NN
raced, VBN
races, NNS
racing, VBG
rack, NN
racket, NN
radiance, NN
radiant, NN
radiates, VBZ
radiating, VBG
radical, JJ
rafted, VBD
rafters, NNS
rafts, NNS
rag, NN
ragamuffin, JJ
rage, NN
ragged, JJ
ragged, VBN
raging, VBG
rags, NNS
rail, NN
railing, NN
rails, NNS
railway, NN
railways, NNS
raiment, NN
rain, NN
rain, VBP
rainbow, NN
rainbowed, JJ
rainbowed, VBD
rainbows, NNS
rains, NNS
rainy, JJ
raise, VB
raised, VBD
raised, VBN
raises, NNS
raises, VBZ
raising, VBG
rake, NN
rake, VB
raked, VBD
rakes, NNS
rallied, VBD
rallies, VBZ
rally, VB
ram, VB
ramadan, NN
rambled, VBD
ramblings, NNS
rammed, VBD
ramming, VBG
rampart, NN
ramparts, VBZ
ran, VBD
random, JJ
random, NN
rang, NN
ranged, VBD
ranged, VBN
ranges, VBZ
ranging, VBG
rank, NN
ranks, NNS
ranks, VBZ
rap, NN
rapacious, JJ
rapid, JJ
rapid, VB
rapid, VBZ
rapidity, NN
rapping, VBG
rapscallions, NNS
rapt, NN
rapt, VBP
rapture, NN
rare, JJ
rare, NN
rarities, NNS
rascal, JJ
rascals, NNS
rat, NN
rate, NN
rates, NNS
ratification, NN
ratifying, VBG
rats, NNS
rattling, JJ
rattling, NN
rattling, VBG
raved, VBN
ravening, VBG
ravenous, JJ
ravines, NNS
raving, JJ
raving, VBG
ravished, JJ
raw, JJ
ray, NN
rays, NNS
rays, VBZ
rayther, VBP
razed, VBD
razor, NN
razors, NNS
re, JJ
re, NN
re, VB
reach, NN
reach, VB
reach, VBP
reached, VBD
reached, VBN
reaches, VBZ
reaching, VBG
read, NN
read, VB
read, VBD
read, VBN
read, VBP
reader, NN
reader, VB
readily, NN
readiness, JJ
readiness, NN
reading, NN
reading, VBG
reads, VBP
reads, VBZ
ready, JJ
ready, NN
ready, VBP
real, JJ
realities, NNS
reality, NN
realize, VBP
realizing, VBG
reap, VB
reaped, JJ
reaped, VBD
reaped, VBN
reapers, NNS
reaping, VBG
reappearance, NN
reappeared, VBD
reappeared, VBN
rear, JJ
rear, NN
rear, VB
rearing, JJ
rearing, NN
rearing, VBG
rears, VBZ
rearward, JJ
reason, NN
reasonable, JJ
reasonableness, NN
reasoning, NN
reasoning, VBG
reasons, NNS
rebel, VB
rebelled, VBN
rebelling, VBG
rebellion, NN
rebels, NNS
rebounds, VBZ
rebut, VB
recall, NN
recall, VB
recall, VBP
recalled, VBD
recalled, VBN
recede, NN
receding, VBG
receive, VB
received, VBD
received, VBN
receives, VBZ
receiving, NN
receiving, VBG
recent, JJ
recentest, JJS
receptacle, NN
reception, NN
rechristened, VBD
rechurned, VBD
reciprocal, JJ
reciprocating, NN
reciprocating, VBG
reckless, JJ
reckless, NN
recklessness, NN
reckon, VBP
reckoned, VBD
reckoning, NN
reckoning, VBG
reclines, NNS
reclining, NN
reclining, VBG
recluse, NN
recluseness, NN
recognise, VB
recognised, JJ
recognised, VBD
recognised, VBN
recognition, NN
recoil, NN
recoil, VB
recollect, VB
recollection, NN
recommended, VBN
recommends, VBZ
reconciled, VBD
reconciled, VBN
recondite, JJ
record, NN
record, VB
recorded, JJ
recorded, VBD
records, NNS
recounted, VBN
recover, VB
recovered, VBD
recovered, VBN
recovers, VBZ
recovery, NN
recreate, VB
recrossed, VBD
recrossing, NN
recruit, NN
recumbent, JJ
recur, VBP
recurred, VBD
recurring, VBG
red, JJ
red, VBD
reddened, JJ
reddenest, JJS
reddening, NN
reddening, VBG
redder, NN
reddish, JJ
redeemed, VBN
redeeming, NN
redness, NN
redolent, NN
redoubled, JJ
redoubted, VBN
reduced, VBD
reduced, VBN
redundant, JJ
reef, NN
reef, VB
reefed, JJ
reefed, NN
reefed, VBD
